"Production::Begin Bates","Production::End Bates","Log Number"
"CPD 0018832","CPD 0018834","LOG_1049302"
"CPD 0018835","CPD 0018836","LOG_1049302"
"CPD 0018837","CPD 0018839","LOG_1049303"
"CPD 0018840","CPD 0018841","LOG_1049303"
"CPD 0018842","CPD 0018844","LOG_1049304"
"CPD 0018845","CPD 0018846","LOG_1049304"
"CPD 0018847","CPD 0018849","LOG_1049305"
"CPD 0018850","CPD 0018851","LOG_1049305"
"CPD 0018852","CPD 0018854","LOG_1049306"
"CPD 0018855","CPD 0018856","LOG_1049306"
"CPD 0018857","CPD 0018858","LOG_1049306"
"CPD 0018859","CPD 0018861","LOG_1049307"
"CPD 0018862","CPD 0018863","LOG_1049307"
"CPD 0018864","CPD 0018866","LOG_1049308"
"CPD 0018867","CPD 0018867","LOG_1049308"
"CPD 0018868","CPD 0018870","LOG_1049311"
"CPD 0018871","CPD 0018871","LOG_1049311"
"CPD 0018872","CPD 0018874","LOG_1049312"
"CPD 0018875","CPD 0018876","LOG_1049312"
"CPD 0018877","CPD 0018878","LOG_1049312"
"CPD 0018879","CPD 0018881","LOG_1049312"
"CPD 0018882","CPD 0018882","LOG_1049312"
"CPD 0018883","CPD 0018885","LOG_1049313"
"CPD 0018886","CPD 0018887","LOG_1049313"
"CPD 0018888","CPD 0018889","LOG_1049314"
"CPD 0018890","CPD 0018890","LOG_1049314"
"CPD 0018891","CPD 0018892","LOG_1049314"
"CPD 0018893","CPD 0018897","LOG_1049314"
"CPD 0018898","CPD 0018900","LOG_1049315"
"CPD 0018901","CPD 0018901","LOG_1049315"
"CPD 0018902","CPD 0018904","LOG_1049315"
"CPD 0018905","CPD 0018909","LOG_1049315"
"CPD 0018910","CPD 0018912","LOG_1049317"
"CPD 0018913","CPD 0018914","LOG_1049317"
"CPD 0018915","CPD 0018915","LOG_1049317"
"CPD 0018916","CPD 0018916","LOG_1049317"
"CPD 0018917","CPD 0018917","LOG_1049317"
"CPD 0018918","CPD 0018921","LOG_1049318"
"CPD 0018922","CPD 0018923","LOG_1049318"
"CPD 0018924","CPD 0018925","LOG_1049318"
"CPD 0018926","CPD 0018929","LOG_1049318"
"CPD 0018930","CPD 0018932","LOG_1049318"
"CPD 0018933","CPD 0018936","LOG_1049318"
"CPD 0018937","CPD 0018941","LOG_1049318"
"CPD 0018942","CPD 0018942","LOG_1049318"
"CPD 0018943","CPD 0018944","LOG_1049318"
"CPD 0018945","CPD 0018945","LOG_1049318"
"CPD 0018946","CPD 0018946","LOG_1049318"
"CPD 0018947","CPD 0018947","LOG_1049318"
"CPD 0018948","CPD 0018948","LOG_1049318"
"CPD 0018949","CPD 0018951","LOG_1049320"
"CPD 0018952","CPD 0018954","LOG_1049320"
"CPD 0018955","CPD 0018958","LOG_1049320"
"CPD 0018959","CPD 0018965","LOG_1049320"
"CPD 0018966","CPD 0018968","LOG_1049322"
"CPD 0018969","CPD 0018969","LOG_1049322"
"CPD 0018970","CPD 0018972","LOG_1049323"
"CPD 0018973","CPD 0018974","LOG_1049323"
"CPD 0018975","CPD 0018979","LOG_1049323"
"CPD 0018980","CPD 0018981","LOG_1049323"
"CPD 0018982","CPD 0018984","LOG_1049324"
"CPD 0018985","CPD 0018985","LOG_1049324"
"CPD 0018986","CPD 0018988","LOG_1049325"
"CPD 0018989","CPD 0018990","LOG_1049325"
"CPD 0018991","CPD 0018993","LOG_1049326"
"CPD 0018994","CPD 0018995","LOG_1049326"
"CPD 0018996","CPD 0019000","LOG_1049326"
"CPD 0019001","CPD 0019002","LOG_1049326"
"CPD 0019003","CPD 0019005","LOG_1049326"
"CPD 0019006","CPD 0019008","LOG_1049326"
"CPD 0019009","CPD 0019011","LOG_1049326"
"CPD 0019012","CPD 0019014","LOG_1049327"
"CPD 0019015","CPD 0019016","LOG_1049327"
"CPD 0019017","CPD 0019019","LOG_1049328"
"CPD 0019020","CPD 0019020","LOG_1049328"
"CPD 0019021","CPD 0019025","LOG_1049328"
"CPD 0019026","CPD 0019028","LOG_1049329"
"CPD 0019029","CPD 0019030","LOG_1049329"
"CPD 0019031","CPD 0019031","LOG_1049329"
"CPD 0019032","CPD 0019032","LOG_1049329"
"CPD 0019033","CPD 0019033","LOG_1049329"
"CPD 0019034","CPD 0019036","LOG_1049329"
"CPD 0019037","CPD 0019039","LOG_1049330"
"CPD 0019040","CPD 0019041","LOG_1049330"
"CPD 0019042","CPD 0019044","LOG_1049332"
"CPD 0019045","CPD 0019046","LOG_1049332"
"CPD 0019047","CPD 0019047","LOG_1049332"
"CPD 0019048","CPD 0019048","LOG_1049332"
"CPD 0019049","CPD 0019049","LOG_1049332"
"CPD 0019050","CPD 0019052","LOG_1049333"
"CPD 0019053","CPD 0019054","LOG_1049333"
"CPD 0019055","CPD 0019057","LOG_1049334"
"CPD 0019058","CPD 0019058","LOG_1049334"
"CPD 0019059","CPD 0019060","LOG_1049334"
"CPD 0019061","CPD 0019063","LOG_1049335"
"CPD 0019064","CPD 0019065","LOG_1049335"
"CPD 0019066","CPD 0019066","LOG_1049335"
"CPD 0019067","CPD 0019068","LOG_1049335"
"CPD 0019069","CPD 0019069","LOG_1049335"
"CPD 0019070","CPD 0019070","LOG_1049335"
"CPD 0019071","CPD 0019073","LOG_1049336"
"CPD 0019074","CPD 0019074","LOG_1049336"
"CPD 0019075","CPD 0019076","LOG_1049336"
"CPD 0019077","CPD 0019078","LOG_1049336"
"CPD 0019079","CPD 0019087","LOG_1049336"
"CPD 0019088","CPD 0019089","LOG_1049336"
"CPD 0019090","CPD 0019091","LOG_1049336"
"CPD 0019092","CPD 0019095","LOG_1049336"
"CPD 0019096","CPD 0019098","LOG_1049338"
"CPD 0019099","CPD 0019100","LOG_1049338"
"CPD 0019101","CPD 0019103","LOG_1049339"
"CPD 0019104","CPD 0019105","LOG_1049339"
"CPD 0019106","CPD 0019108","LOG_1049340"
"CPD 0019109","CPD 0019111","LOG_1049340"
"CPD 0019112","CPD 0019112","LOG_1049340"
"CPD 0019113","CPD 0019115","LOG_1049341"
"CPD 0019116","CPD 0019117","LOG_1049341"
"CPD 0019118","CPD 0019122","LOG_1049341"
"CPD 0019123","CPD 0019125","LOG_1049342"
"CPD 0019126","CPD 0019126","LOG_1049342"
"CPD 0019127","CPD 0019129","LOG_1049344"
"CPD 0019130","CPD 0019131","LOG_1049344"
"CPD 0019132","CPD 0019134","LOG_1049345"
"CPD 0019135","CPD 0019135","LOG_1049345"
"CPD 0019136","CPD 0019138","LOG_1049345"
"CPD 0019139","CPD 0019141","LOG_1049345"
"CPD 0019142","CPD 0019146","LOG_1049345"
"CPD 0019147","CPD 0019149","LOG_1049346"
"CPD 0019150","CPD 0019150","LOG_1049346"
"CPD 0019151","CPD 0019154","LOG_1049346"
"CPD 0019155","CPD 0019156","LOG_1049346"
"CPD 0019157","CPD 0019159","LOG_1049346"
"CPD 0019160","CPD 0019162","LOG_1049347"
"CPD 0019163","CPD 0019164","LOG_1049347"
"CPD 0019165","CPD 0019165","LOG_1049347"
"CPD 0019166","CPD 0019168","LOG_1049349"
"CPD 0019169","CPD 0019170","LOG_1049349"
"CPD 0019171","CPD 0019172","LOG_1049351"
"CPD 0019173","CPD 0019175","LOG_1049356"
"CPD 0019176","CPD 0019178","LOG_1049359"
"CPD 0019179","CPD 0019180","LOG_1049361"
"CPD 0019181","CPD 0019182","LOG_1049363"
"CPD 0019183","CPD 0019183","LOG_1049365"
"CPD 0019184","CPD 0019184","LOG_1049366"
"CPD 0019185","CPD 0019185","LOG_1049370"
"CPD 0019186","CPD 0019187","LOG_1049371"
"CPD 0019188","CPD 0019189","LOG_1049372"
"CPD 0019190","CPD 0019190","LOG_1049372"
"CPD 0019191","CPD 0019193","LOG_1049375"
"CPD 0019194","CPD 0019196","LOG_1049377"
"CPD 0019197","CPD 0019198","LOG_1049377"
"CPD 0019199","CPD 0019201","LOG_1049377"
"CPD 0019202","CPD 0019206","LOG_1049378"
"CPD 0019207","CPD 0019208","LOG_1049378"
"CPD 0019209","CPD 0019209","LOG_1049378"
"CPD 0019210","CPD 0019210","LOG_1049378"
"CPD 0019211","CPD 0019213","LOG_1049378"
"CPD 0019214","CPD 0019214","LOG_1049378"
"CPD 0019215","CPD 0019216","LOG_1049378"
"CPD 0019217","CPD 0019217","LOG_1049378"
"CPD 0019218","CPD 0019218","LOG_1049378"
"CPD 0019219","CPD 0019219","LOG_1049378"
"CPD 0019220","CPD 0019221","LOG_1049378"
"CPD 0019222","CPD 0019222","LOG_1049378"
"CPD 0019223","CPD 0019223","LOG_1049378"
"CPD 0019224","CPD 0019224","LOG_1049378"
"CPD 0019225","CPD 0019225","LOG_1049378"
"CPD 0019226","CPD 0019228","LOG_1049378"
"CPD 0019229","CPD 0019229","LOG_1049378"
"CPD 0019230","CPD 0019232","LOG_1049378"
"CPD 0019233","CPD 0019233","LOG_1049378"
"CPD 0019234","CPD 0019235","LOG_1049378"
"CPD 0019236","CPD 0019236","LOG_1049378"
"CPD 0019237","CPD 0019237","LOG_1049378"
"CPD 0019238","CPD 0019243","LOG_1049378"
"CPD 0019244","CPD 0019246","LOG_1049379"
"CPD 0019247","CPD 0019248","LOG_1049379"
"CPD 0019249","CPD 0019251","LOG_1049380"
"CPD 0019252","CPD 0019253","LOG_1049380"
"CPD 0019254","CPD 0019254","LOG_1049380"
"CPD 0019255","CPD 0019256","LOG_1049380"
"CPD 0019257","CPD 0019258","LOG_1049380"
"CPD 0019259","CPD 0019261","LOG_1049380"
"CPD 0019262","CPD 0019265","LOG_1049380"
"CPD 0019266","CPD 0019268","LOG_1049381"
"CPD 0019269","CPD 0019270","LOG_1049381"
"CPD 0019271","CPD 0019271","LOG_1049381"
"CPD 0019272","CPD 0019275","LOG_1049383"
"CPD 0019276","CPD 0019277","LOG_1049383"
"CPD 0019278","CPD 0019279","LOG_1049383"
"CPD 0019280","CPD 0019281","LOG_1049383"
"CPD 0019282","CPD 0019282","LOG_1049383"
"CPD 0019283","CPD 0019283","LOG_1049383"
"CPD 0019284","CPD 0019284","LOG_1049383"
"CPD 0019285","CPD 0019285","LOG_1049383"
"CPD 0019286","CPD 0019288","LOG_1049384"
"CPD 0019289","CPD 0019290","LOG_1049384"
"CPD 0019291","CPD 0019291","LOG_1049384"
"CPD 0019292","CPD 0019292","LOG_1049384"
"CPD 0019293","CPD 0019293","LOG_1049384"
"CPD 0019294","CPD 0019296","LOG_1049385"
"CPD 0019297","CPD 0019298","LOG_1049385"
"CPD 0019299","CPD 0019299","LOG_1049385"
"CPD 0019300","CPD 0019301","LOG_1049386"
"CPD 0019302","CPD 0019302","LOG_1049386"
"CPD 0019303","CPD 0019305","LOG_1049388"
"CPD 0019306","CPD 0019307","LOG_1049388"
"CPD 0019308","CPD 0019310","LOG_1049390"
"CPD 0019311","CPD 0019312","LOG_1049390"
"CPD 0019313","CPD 0019327","LOG_1049392"
"CPD 0019328","CPD 0019329","LOG_1049392"
"CPD 0019330","CPD 0019330","LOG_1049392"
"CPD 0019331","CPD 0019333","LOG_1049392"
"CPD 0019334","CPD 0019334","LOG_1049392"
"CPD 0019335","CPD 0019335","LOG_1049392"
"CPD 0019336","CPD 0019338","LOG_1049392"
"CPD 0019339","CPD 0019339","LOG_1049392"
"CPD 0019340","CPD 0019343","LOG_1049392"
"CPD 0019344","CPD 0019344","LOG_1049392"
"CPD 0019345","CPD 0019347","LOG_1049392"
"CPD 0019348","CPD 0019350","LOG_1049392"
"CPD 0019351","CPD 0019355","LOG_1049392"
"CPD 0019356","CPD 0019363","LOG_1049392"
"CPD 0019364","CPD 0019367","LOG_1049392"
"CPD 0019368","CPD 0019368","LOG_1049392"
"CPD 0019369","CPD 0019369","LOG_1049392"
"CPD 0019370","CPD 0019370","LOG_1049392"
"CPD 0019371","CPD 0019388","LOG_1049392"
"CPD 0019389","CPD 0019390","LOG_1049392"
"CPD 0019391","CPD 0019393","LOG_1049392"
"CPD 0019394","CPD 0019401","LOG_1049392"
"CPD 0019402","CPD 0019404","LOG_1049393"
"CPD 0019405","CPD 0019406","LOG_1049393"
"CPD 0019407","CPD 0019407","LOG_1049393"
"CPD 0019408","CPD 0019410","LOG_1049393"
"CPD 0019411","CPD 0019419","LOG_1049393"
"CPD 0019420","CPD 0019420","LOG_1049393"
"CPD 0019421","CPD 0019426","LOG_1049393"
"CPD 0019427","CPD 0019429","LOG_1049394"
"CPD 0019430","CPD 0019431","LOG_1049394"
"CPD 0019432","CPD 0019434","LOG_1049395"
"CPD 0019435","CPD 0019436","LOG_1049395"
"CPD 0019437","CPD 0019439","LOG_1049396"
"CPD 0019440","CPD 0019441","LOG_1049396"
"CPD 0019442","CPD 0019444","LOG_1049397"
"CPD 0019445","CPD 0019446","LOG_1049397"
"CPD 0019447","CPD 0019449","LOG_1049398"
"CPD 0019450","CPD 0019450","LOG_1049398"
"CPD 0019451","CPD 0019455","LOG_1049398"
"CPD 0019456","CPD 0019458","LOG_1049399"
"CPD 0019459","CPD 0019460","LOG_1049399"
"CPD 0019461","CPD 0019464","LOG_1049400"
"CPD 0019465","CPD 0019466","LOG_1049400"
"CPD 0019467","CPD 0019467","LOG_1049400"
"CPD 0019468","CPD 0019471","LOG_1049400"
"CPD 0019472","CPD 0019472","LOG_1049400"
"CPD 0019473","CPD 0019503","LOG_1049400"
"CPD 0019504","CPD 0019505","LOG_1049400"
"CPD 0019506","CPD 0019506","LOG_1049400"
"CPD 0019507","CPD 0019507","LOG_1049400"
"CPD 0019508","CPD 0019509","LOG_1049400"
"CPD 0019510","CPD 0019513","LOG_1049400"
"CPD 0019514","CPD 0019514","LOG_1049400"
"CPD 0019515","CPD 0019516","LOG_1049400"
"CPD 0019517","CPD 0019519","LOG_1049401"
"CPD 0019520","CPD 0019521","LOG_1049401"
"CPD 0019522","CPD 0019522","LOG_1049401"
"CPD 0019523","CPD 0019524","LOG_1049401"
"CPD 0019525","CPD 0019525","LOG_1049401"
"CPD 0019526","CPD 0019535","LOG_1049401"
"CPD 0019536","CPD 0019536","LOG_1049401"
"CPD 0019537","CPD 0019537","LOG_1049401"
"CPD 0019538","CPD 0019538","LOG_1049401"
"CPD 0019539","CPD 0019541","LOG_1049402"
"CPD 0019542","CPD 0019543","LOG_1049402"
"CPD 0019544","CPD 0019546","LOG_1049402"
"CPD 0019547","CPD 0019549","LOG_1049403"
"CPD 0019550","CPD 0019551","LOG_1049403"
"CPD 0019552","CPD 0019553","LOG_1049403"
"CPD 0019554","CPD 0019555","LOG_1049403"
"CPD 0019556","CPD 0019558","LOG_1049405"
"CPD 0019559","CPD 0019560","LOG_1049405"
"CPD 0019561","CPD 0019563","LOG_1049411"
"CPD 0019564","CPD 0019565","LOG_1049411"
"CPD 0019566","CPD 0019572","LOG_1049411"
"CPD 0019573","CPD 0019575","LOG_1049412"
"CPD 0019576","CPD 0019577","LOG_1049412"
"CPD 0019578","CPD 0019580","LOG_1049413"
"CPD 0019581","CPD 0019582","LOG_1049413"
"CPD 0019583","CPD 0019585","LOG_1049415"
"CPD 0019586","CPD 0019587","LOG_1049415"
"CPD 0019588","CPD 0019593","LOG_1049415"
"CPD 0019594","CPD 0019596","LOG_1049416"
"CPD 0019597","CPD 0019598","LOG_1049416"
"CPD 0019599","CPD 0019600","LOG_1049416"
"CPD 0019601","CPD 0019603","LOG_1049418"
"CPD 0019604","CPD 0019604","LOG_1049418"
"CPD 0019605","CPD 0019609","LOG_1049418"
"CPD 0019610","CPD 0019612","LOG_1049419"
"CPD 0019613","CPD 0019614","LOG_1049419"
"CPD 0019615","CPD 0019617","LOG_1049420"
"CPD 0019618","CPD 0019619","LOG_1049420"
"CPD 0019620","CPD 0019622","LOG_1049421"
"CPD 0019623","CPD 0019624","LOG_1049421"
"CPD 0019625","CPD 0019627","LOG_1049422"
"CPD 0019628","CPD 0019629","LOG_1049422"
"CPD 0019630","CPD 0019633","LOG_1049422"
"CPD 0019634","CPD 0019636","LOG_1049423"
"CPD 0019637","CPD 0019638","LOG_1049423"
"CPD 0019639","CPD 0019643","LOG_1049423"
"CPD 0019644","CPD 0019646","LOG_1049424"
"CPD 0019647","CPD 0019648","LOG_1049424"
"CPD 0019649","CPD 0019649","LOG_1049424"
"CPD 0019650","CPD 0019652","LOG_1049424"
"CPD 0019653","CPD 0019654","LOG_1049424"
"CPD 0019655","CPD 0019656","LOG_1049424"
"CPD 0019657","CPD 0019657","LOG_1049424"
"CPD 0019658","CPD 0019662","LOG_1049424"
"CPD 0019663","CPD 0019665","LOG_1049425"
"CPD 0019666","CPD 0019667","LOG_1049425"
"CPD 0019668","CPD 0019670","LOG_1049426"
"CPD 0019671","CPD 0019671","LOG_1049426"
"CPD 0019672","CPD 0019674","LOG_1049426"
"CPD 0019675","CPD 0019676","LOG_1049427"
"CPD 0019677","CPD 0019677","LOG_1049427"
"CPD 0019678","CPD 0019680","LOG_1049427"
"CPD 0019681","CPD 0019683","LOG_1049428"
"CPD 0019684","CPD 0019685","LOG_1049428"
"CPD 0019686","CPD 0019686","LOG_1049428"
"CPD 0019687","CPD 0019687","LOG_1049428"
"CPD 0019688","CPD 0019688","LOG_1049428"
"CPD 0019689","CPD 0019689","LOG_1049428"
"CPD 0019690","CPD 0019693","LOG_1049428"
"CPD 0019694","CPD 0019694","LOG_1049428"
"CPD 0019695","CPD 0019700","LOG_1049428"
"CPD 0019701","CPD 0019701","LOG_1049433"
"CPD 0019702","CPD 0019718","LOG_1049437"
"CPD 0019719","CPD 0019721","LOG_1049439"
"CPD 0019722","CPD 0019723","LOG_1049441"
"CPD 0019724","CPD 0019725","LOG_1049442"
"CPD 0019726","CPD 0019729","LOG_1049443"
"CPD 0019730","CPD 0019731","LOG_1049443"
"CPD 0019732","CPD 0019735","LOG_1049443"
"CPD 0019736","CPD 0019736","LOG_1049443"
"CPD 0019737","CPD 0019737","LOG_1049443"
"CPD 0019738","CPD 0019745","LOG_1049444"
"CPD 0019746","CPD 0019748","LOG_1049445"
"CPD 0019749","CPD 0019751","LOG_1049447"
"CPD 0019752","CPD 0019754","LOG_1049448"
"CPD 0019755","CPD 0019767","LOG_1049448"
"CPD 0019768","CPD 0019802","LOG_1049448"
"CPD 0019803","CPD 0019836","LOG_1049448"
"CPD 0019837","CPD 0019838","LOG_1049448"
"CPD 0019839","CPD 0019842","LOG_1049448"
"CPD 0019843","CPD 0019845","LOG_1049448"
"CPD 0019846","CPD 0019848","LOG_1049448"
"CPD 0019849","CPD 0019849","LOG_1049448"
"CPD 0019850","CPD 0019850","LOG_1049448"
"CPD 0019851","CPD 0019853","LOG_1049448"
"CPD 0019854","CPD 0019858","LOG_1049448"
"CPD 0019859","CPD 0019859","LOG_1049448"
"CPD 0019860","CPD 0019869","LOG_1049448"
"CPD 0019870","CPD 0019875","LOG_1049448"
"CPD 0019876","CPD 0019884","LOG_1049448"
"CPD 0019885","CPD 0019894","LOG_1049448"
"CPD 0019895","CPD 0019904","LOG_1049448"
"CPD 0019905","CPD 0019914","LOG_1049448"
"CPD 0019915","CPD 0019923","LOG_1049448"
"CPD 0019924","CPD 0019932","LOG_1049448"
"CPD 0019933","CPD 0019933","LOG_1049448"
"CPD 0019934","CPD 0019934","LOG_1049448"
"CPD 0019935","CPD 0019935","LOG_1049448"
"CPD 0019936","CPD 0019936","LOG_1049448"
"CPD 0019937","CPD 0019937","LOG_1049448"
"CPD 0019938","CPD 0019938","LOG_1049448"
"CPD 0019939","CPD 0019939","LOG_1049448"
"CPD 0019940","CPD 0019940","LOG_1049448"
"CPD 0019941","CPD 0019941","LOG_1049448"
"CPD 0019942","CPD 0019968","LOG_1049448"
"CPD 0019969","CPD 0019969","LOG_1049448"
"CPD 0019970","CPD 0019972","LOG_1049448"
"CPD 0019973","CPD 0019987","LOG_1049448"
"CPD 0019988","CPD 0019991","LOG_1049450"
"CPD 0019992","CPD 0019994","LOG_1049456"
"CPD 0019995","CPD 0019996","LOG_1049456"
"CPD 0019997","CPD 0019998","LOG_1049456"
"CPD 0019999","CPD 0020000","LOG_1049457"
"CPD 0020001","CPD 0020003","LOG_1049457"
"CPD 0020004","CPD 0020004","LOG_1049457"
"CPD 0020005","CPD 0020007","LOG_1049459"
"CPD 0020008","CPD 0020010","LOG_1049460"
"CPD 0020011","CPD 0020011","LOG_1049461"
"CPD 0020012","CPD 0020015","LOG_1049461"
"CPD 0020016","CPD 0020018","LOG_1049462"
"CPD 0020019","CPD 0020023","LOG_1049465"
"CPD 0020024","CPD 0020026","LOG_1049468"
"CPD 0020027","CPD 0020027","LOG_1049469"
"CPD 0020028","CPD 0020028","LOG_1049472"
"CPD 0020029","CPD 0020030","LOG_1049472"
"CPD 0020031","CPD 0020031","LOG_1049476"
"CPD 0020032","CPD 0020036","LOG_1049483"
"CPD 0020037","CPD 0020039","LOG_1049487"
"CPD 0020040","CPD 0020040","LOG_1049491"
"CPD 0020041","CPD 0020042","LOG_1049491"
"CPD 0020043","CPD 0020043","LOG_1049491"
"CPD 0020044","CPD 0020045","LOG_1049491"
"CPD 0020046","CPD 0020047","LOG_1049496"
"CPD 0020048","CPD 0020049","LOG_1049496"
"CPD 0020050","CPD 0020050","LOG_1049496"
"CPD 0020051","CPD 0020053","LOG_1049497"
"CPD 0020054","CPD 0020056","LOG_1049498"
"CPD 0020057","CPD 0020059","LOG_1049498"
"CPD 0020060","CPD 0020061","LOG_1049498"
"CPD 0020062","CPD 0020064","LOG_1049500"
"CPD 0020065","CPD 0020066","LOG_1049503"
"CPD 0020067","CPD 0020067","LOG_1049505"
"CPD 0020068","CPD 0020069","LOG_1049505"
"CPD 0020070","CPD 0020073","LOG_1049505"
"CPD 0020074","CPD 0020076","LOG_1049507"
"CPD 0020077","CPD 0020078","LOG_1049507"
"CPD 0020079","CPD 0020081","LOG_1049508"
"CPD 0020082","CPD 0020083","LOG_1049508"
"CPD 0020084","CPD 0020086","LOG_1049510"
"CPD 0020087","CPD 0020088","LOG_1049510"
"CPD 0020089","CPD 0020091","LOG_1049511"
"CPD 0020092","CPD 0020094","LOG_1049513"
"CPD 0020095","CPD 0020097","LOG_1049516"
"CPD 0020098","CPD 0020098","LOG_1049516"
"CPD 0020099","CPD 0020101","LOG_1049520"
"CPD 0020102","CPD 0020103","LOG_1049520"
"CPD 0020104","CPD 0020108","LOG_1049520"
"CPD 0020109","CPD 0020111","LOG_1049521"
"CPD 0020112","CPD 0020112","LOG_1049521"
"CPD 0020113","CPD 0020115","LOG_1049528"
"CPD 0020116","CPD 0020117","LOG_1049528"
"CPD 0020118","CPD 0020121","LOG_1049529"
"CPD 0020122","CPD 0020123","LOG_1049529"
"CPD 0020124","CPD 0020126","LOG_1049529"
"CPD 0020127","CPD 0020131","LOG_1049529"
"CPD 0020132","CPD 0020137","LOG_1049529"
"CPD 0020138","CPD 0020148","LOG_1049529"
"CPD 0020149","CPD 0020149","LOG_1049529"
"CPD 0020150","CPD 0020150","LOG_1049529"
"CPD 0020151","CPD 0020151","LOG_1049529"
"CPD 0020152","CPD 0020154","LOG_1049535"
"CPD 0020155","CPD 0020156","LOG_1049535"
"CPD 0020157","CPD 0020163","LOG_1049535"
"CPD 0020164","CPD 0020166","LOG_1049536"
"CPD 0020167","CPD 0020167","LOG_1049536"
"CPD 0020168","CPD 0020172","LOG_1049536"
"CPD 0020173","CPD 0020175","LOG_1049539"
"CPD 0020176","CPD 0020177","LOG_1049539"
"CPD 0020178","CPD 0020182","LOG_1049539"
"CPD 0020183","CPD 0020185","LOG_1049542"
"CPD 0020186","CPD 0020186","LOG_1049542"
"CPD 0020187","CPD 0020189","LOG_1049543"
"CPD 0020190","CPD 0020190","LOG_1049543"
"CPD 0020191","CPD 0020193","LOG_1049544"
"CPD 0020194","CPD 0020195","LOG_1049544"
"CPD 0020196","CPD 0020197","LOG_1049545"
"CPD 0020198","CPD 0020198","LOG_1049545"
"CPD 0020199","CPD 0020201","LOG_1049546"
"CPD 0020202","CPD 0020203","LOG_1049546"
"CPD 0020204","CPD 0020205","LOG_1049546"
"CPD 0020206","CPD 0020208","LOG_1049547"
"CPD 0020209","CPD 0020210","LOG_1049547"
"CPD 0020211","CPD 0020215","LOG_1049547"
"CPD 0020216","CPD 0020217","LOG_1049548"
"CPD 0020218","CPD 0020218","LOG_1049548"
"CPD 0020219","CPD 0020221","LOG_1049549"
"CPD 0020222","CPD 0020223","LOG_1049549"
"CPD 0020224","CPD 0020226","LOG_1049551"
"CPD 0020227","CPD 0020228","LOG_1049551"
"CPD 0020229","CPD 0020238","LOG_1049551"
"CPD 0020239","CPD 0020241","LOG_1049554"
"CPD 0020242","CPD 0020243","LOG_1049554"
"CPD 0020244","CPD 0020249","LOG_1049554"
"CPD 0020250","CPD 0020252","LOG_1049556"
"CPD 0020253","CPD 0020254","LOG_1049556"
"CPD 0020255","CPD 0020255","LOG_1049556"
"CPD 0020256","CPD 0020258","LOG_1049557"
"CPD 0020259","CPD 0020260","LOG_1049557"
"CPD 0020261","CPD 0020262","LOG_1049557"
"CPD 0020263","CPD 0020265","LOG_1049558"
"CPD 0020266","CPD 0020267","LOG_1049558"
"CPD 0020268","CPD 0020268","LOG_1049558"
"CPD 0020269","CPD 0020271","LOG_1049559"
"CPD 0020272","CPD 0020273","LOG_1049559"
"CPD 0020274","CPD 0020276","LOG_1049560"
"CPD 0020277","CPD 0020278","LOG_1049560"
"CPD 0020279","CPD 0020279","LOG_1049560"
"CPD 0020280","CPD 0020282","LOG_1049562"
"CPD 0020283","CPD 0020284","LOG_1049562"
"CPD 0020285","CPD 0020287","LOG_1049564"
"CPD 0020288","CPD 0020289","LOG_1049564"
"CPD 0020290","CPD 0020292","LOG_1049564"
"CPD 0020293","CPD 0020295","LOG_1049566"
"CPD 0020296","CPD 0020296","LOG_1049566"
"CPD 0020297","CPD 0020299","LOG_1049566"
"CPD 0020300","CPD 0020301","LOG_1049566"
"CPD 0020302","CPD 0020303","LOG_1049566"
"CPD 0020304","CPD 0020304","LOG_1049566"
"CPD 0020305","CPD 0020313","LOG_1049567"
"CPD 0020314","CPD 0020314","LOG_1049567"
"CPD 0020315","CPD 0020315","LOG_1049567"
"CPD 0020316","CPD 0020317","LOG_1049568"
"CPD 0020318","CPD 0020320","LOG_1049572"
"CPD 0020321","CPD 0020322","LOG_1049572"
"CPD 0020323","CPD 0020323","LOG_1049574"
"CPD 0020324","CPD 0020324","LOG_1049575"
"CPD 0020325","CPD 0020329","LOG_1049576"
"CPD 0020330","CPD 0020330","LOG_1049576"
"CPD 0020331","CPD 0020331","LOG_1049576"
"CPD 0020332","CPD 0020336","LOG_1049578"
